instance	Gamma	objval	objbound	gap	n_iterations	avg_iteration	runtime
j203_2	10	29.000	29.000	0.000	88	4.081	360.291
j203_5	10	19.000	19.000	0.000	82	3.637	299.833
j205_7	10	inf	-inf	nan	0	inf	7200.000
j206_3	10	34.000	22.000	0.353	4	1005.888	7200.000
j207_3	10	35.000	33.000	0.057	424	16.905	7200.000
j209_1	10	44.000	29.000	0.341	9	583.263	7200.000
j209_2	10	35.000	24.000	0.314	18	367.870	7200.000
j209_3	10	33.000	23.000	0.303	6	871.293	7200.000
j209_5	10	55.000	35.000	0.364	10	653.049	7200.000
j209_6	10	39.000	28.000	0.282	21	320.606	7200.000
j209_7	10	47.000	31.000	0.340	46	148.906	7200.000
j209_8	10	26.000	20.000	0.231	62	113.545	7200.000
j209_9	10	31.000	25.000	0.194	168	42.450	7200.000
j209_10	10	34.000	25.000	0.265	89	79.349	7200.000
j2010_1	10	28.000	28.000	0.000	378	5.552	2099.865
j2010_2	10	37.000	37.000	0.000	391	5.470	2139.667
j2010_3	10	31.000	31.000	0.000	450	9.784	4403.869
j2010_4	10	29.000	29.000	0.000	244	5.348	1305.929
j2010_5	10	33.000	31.000	0.061	735	9.767	7200.000
j2010_6	10	40.000	29.000	0.275	117	60.034	7200.000
j2010_7	10	34.000	34.000	0.000	487	8.090	3940.512
j2010_8	10	27.000	27.000	0.000	68	5.383	367.293
j2010_9	10	33.000	23.000	0.303	25	264.989	7200.000
j2010_10	10	44.000	40.000	0.091	712	10.088	7200.000
j2011_1	10	33.000	33.000	0.000	160	6.015	963.930
j2011_2	10	28.000	28.000	0.000	125	5.993	750.809
j2011_3	10	40.000	40.000	0.000	511	7.942	4059.351
j2011_4	10	47.000	32.000	0.319	65	107.037	7200.000
j2011_5	10	34.000	34.000	0.000	543	7.595	4125.561
j2011_6	10	50.000	50.000	0.000	273	5.974	1632.476
j2011_7	10	36.000	36.000	0.000	268	5.272	1414.496
j2011_8	10	30.000	30.000	0.000	259	5.447	1412.442
j2011_9	10	32.000	32.000	0.000	205	5.498	1128.751
j2011_10	10	41.000	41.000	0.000	515	6.976	3593.790
