instance	Gamma	objval	objbound	gap	runtime
j2045_5	15	54.000	45.000	0.167	7200.003
j2045_6	15	56.000	56.000	0.000	1916.308
j2045_7	15	40.000	31.389	0.215	7200.005
j2045_8	15	49.000	49.000	0.000	6586.393
j2045_9	15	59.000	59.000	0.000	5797.447
j2045_10	15	47.000	34.004	0.277	7200.003
j2046_1	15	46.000	46.000	0.000	1155.090
j2046_2	15	45.000	45.000	0.000	106.984
j2046_3	15	40.000	39.000	0.025	7200.020
j2046_4	15	42.000	42.000	0.000	462.394
j2046_5	15	36.000	36.000	0.000	66.849
j2046_6	15	45.000	45.000	0.000	382.402
j2046_7	15	37.000	37.000	0.000	2460.021
j2046_8	15	38.000	38.000	0.000	166.999
j2046_9	15	41.000	41.000	0.000	31.708
j2046_10	15	47.000	47.000	0.000	34.158
j2047_1	15	32.000	32.000	0.000	25.353
j2047_2	15	30.000	30.000	0.000	26.289
j2047_3	15	31.000	31.000	0.000	19.121
j2047_4	15	34.000	34.000	0.000	20.644
j2047_5	15	33.000	33.000	0.000	24.526
j2047_6	15	34.000	34.000	0.000	34.100
j2047_7	15	44.000	44.000	0.000	23.012
j2047_8	15	29.000	29.000	0.000	27.284
j2047_9	15	58.000	58.000	0.000	24.038
j2047_10	15	42.000	42.000	0.000	167.446
j2048_1	15	32.000	32.000	0.000	23.740
j2048_2	15	37.000	37.000	0.000	27.901
j2048_3	15	32.000	32.000	0.000	8.192
j2048_4	15	24.000	24.000	0.000	27.266
j2048_5	15	24.000	24.000	0.000	9.694
j2048_6	15	46.000	46.000	0.000	17.997
j2048_7	15	41.000	41.000	0.000	16.360
j2048_8	15	32.000	32.000	0.000	11.617
j2048_9	15	36.000	36.000	0.000	19.864
j2048_10	15	45.000	45.000	0.000	44.144
j2049_1	15	38.000	38.000	0.000	4959.745
j2049_2	15	57.000	57.000	0.000	4573.936
j2049_3	15	34.000	34.000	0.000	1303.978
j2049_4	15	60.000	60.000	0.000	6188.460
j2049_5	15	34.000	34.000	0.000	116.086
j2049_6	15	42.000	42.000	0.000	259.835
j2049_7	15	52.000	52.000	0.000	131.021
j2049_8	15	34.000	34.000	0.000	393.807
j2049_9	15	32.000	32.000	0.000	995.135
j2049_10	15	48.000	41.411	0.137	7200.007
j2050_1	15	44.000	44.000	0.000	89.945
j2050_2	15	35.000	35.000	0.000	22.964
j2050_3	15	36.000	36.000	0.000	17.731
j2050_4	15	27.000	27.000	0.000	38.828
j2050_5	15	46.000	46.000	0.000	19.733
j2050_6	15	34.000	34.000	0.000	13.890
j2050_7	15	24.000	24.000	0.000	21.979
j2050_8	15	38.000	38.000	0.000	14.870
j2050_9	15	44.000	44.000	0.000	26.305
j2050_10	15	45.000	45.000	0.000	20.096
j2051_1	15	28.000	28.000	0.000	15.418
j2051_2	15	40.000	40.000	0.000	14.932
j2051_3	15	27.000	27.000	0.000	18.876
j2051_4	15	34.000	34.000	0.000	20.384
j2051_5	15	44.000	44.000	0.000	14.542
j2051_6	15	34.000	34.000	0.000	19.560
j2051_7	15	29.000	29.000	0.000	16.692
j2051_8	15	39.000	39.000	0.000	27.634
j2051_9	15	35.000	35.000	0.000	21.008
j2051_10	15	33.000	33.000	0.000	13.093
j2052_1	15	29.000	29.000	0.000	8.341
j2052_2	15	36.000	36.000	0.000	7.395
j2052_3	15	38.000	38.000	0.000	16.706
j2052_4	15	33.000	33.000	0.000	9.018
j2052_5	15	33.000	33.000	0.000	11.674
j2052_6	15	31.000	31.000	0.000	12.746
j2052_7	15	39.000	39.000	0.000	14.129
j2052_8	15	44.000	44.000	0.000	9.550
j2052_9	15	29.000	29.000	0.000	3.172
j2052_10	15	40.000	40.000	0.000	8.893
j2053_1	15	44.000	36.000	0.182	7200.003
j2053_2	15	78.000	58.433	0.251	7200.046
j2053_3	15	57.000	39.489	0.307	7200.005
j2053_4	15	46.000	28.155	0.388	7200.029
j2053_5	15	46.000	39.643	0.138	7200.005
j2053_6	15	48.000	33.353	0.305	7200.025
j2053_7	15	53.000	45.000	0.151	7200.019
j2053_8	15	61.000	46.000	0.246	7200.012
j2053_9	15	48.000	38.000	0.208	7200.004
j2053_10	15	51.000	42.000	0.176	7200.004
j2054_1	15	44.000	44.000	0.000	17.120
j2054_2	15	31.000	31.000	0.000	215.966
j2054_3	15	38.000	38.000	0.000	319.018
j2054_4	15	44.000	44.000	0.000	227.727
j2054_5	15	37.000	37.000	0.000	74.619
j2054_6	15	49.000	49.000	0.000	6763.838
j2054_7	15	39.000	39.000	0.000	28.098
j2054_8	15	38.000	38.000	0.000	2379.891
j2054_9	15	40.000	40.000	0.000	44.112
j2054_10	15	31.000	31.000	0.000	71.594
j2055_1	15	38.000	38.000	0.000	22.393
j2055_2	15	32.000	32.000	0.000	94.304
j2055_3	15	39.000	39.000	0.000	26.026
j2055_4	15	40.000	40.000	0.000	55.177
j2055_5	15	30.000	30.000	0.000	22.356
j2055_6	15	41.000	41.000	0.000	23.911
j2055_7	15	39.000	39.000	0.000	16.544
j2055_8	15	37.000	37.000	0.000	24.454
j2055_9	15	30.000	30.000	0.000	20.865
j2055_10	15	44.000	44.000	0.000	23.938
j2056_1	15	38.000	38.000	0.000	31.799
j2056_2	15	44.000	44.000	0.000	17.924
j2056_3	15	38.000	38.000	0.000	26.726
j2056_4	15	35.000	35.000	0.000	11.402
j2056_5	15	31.000	31.000	0.000	15.479
j2056_6	15	33.000	33.000	0.000	11.218
j2056_7	15	38.000	38.000	0.000	15.825
j2056_8	15	40.000	40.000	0.000	15.170
j2056_9	15	36.000	36.000	0.000	8.409
j2056_10	15	32.000	32.000	0.000	15.763
j2057_1	15	33.000	33.000	0.000	630.698
j2057_2	15	31.000	31.000	0.000	139.334
j2057_3	15	32.000	32.000	0.000	74.858
j2057_4	15	57.000	57.000	0.000	1308.316
j2057_5	15	36.000	36.000	0.000	190.366
j2057_6	15	30.000	30.000	0.000	237.332
j2057_7	15	41.000	41.000	0.000	702.015
j2057_8	15	53.000	53.000	0.000	3468.318
j2057_9	15	45.000	45.000	0.000	642.572
j2057_10	15	56.000	56.000	0.000	586.905
j2058_1	15	60.000	60.000	0.000	18.201
j2058_2	15	40.000	40.000	0.000	18.892
j2058_3	15	46.000	46.000	0.000	83.345
j2058_4	15	35.000	35.000	0.000	13.717
j2058_5	15	31.000	31.000	0.000	27.573
j2058_6	15	30.000	30.000	0.000	19.450
j2058_7	15	45.000	45.000	0.000	19.133
j2058_8	15	43.000	43.000	0.000	40.764
j2058_9	15	24.000	24.000	0.000	20.721
j2058_10	15	36.000	36.000	0.000	27.115
j2059_1	15	41.000	41.000	0.000	18.920
j2059_2	15	40.000	40.000	0.000	19.291
j2059_3	15	39.000	39.000	0.000	22.259
j2059_4	15	33.000	33.000	0.000	11.171
j2059_5	15	47.000	47.000	0.000	22.711
j2059_6	15	52.000	52.000	0.000	14.610
j2059_7	15	29.000	29.000	0.000	12.070
j2059_8	15	35.000	35.000	0.000	20.491
j2059_9	15	43.000	43.000	0.000	22.666
j2059_10	15	42.000	42.000	0.000	13.493
j2060_1	15	28.000	28.000	0.000	20.453
j2060_2	15	34.000	34.000	0.000	15.099
j2060_3	15	37.000	37.000	0.000	15.936
j2060_4	15	38.000	38.000	0.000	28.498
j2060_5	15	33.000	33.000	0.000	16.736
j2060_6	15	36.000	36.000	0.000	12.083
j2060_7	15	45.000	45.000	0.000	9.384
j2060_8	15	25.000	25.000	0.000	7.661
j2060_9	15	31.000	31.000	0.000	16.681
j2060_10	15	48.000	48.000	0.000	21.548
j2061_1	15	60.000	60.000	0.000	6308.609
j2061_2	15	56.000	51.952	0.072	7200.057
j2061_3	15	49.000	36.000	0.265	7200.038
j2061_4	15	42.000	34.643	0.175	7200.006
j2061_5	15	38.000	28.000	0.263	7200.005
j2061_6	15	48.000	38.000	0.208	7200.006
j2061_7	15	60.000	47.000	0.217	7200.023
j2061_8	15	50.000	41.872	0.163	7200.006
j2061_9	15	51.000	40.000	0.216	7200.007
j2061_10	15	48.000	34.475	0.282	7200.004
j2062_1	15	45.000	45.000	0.000	621.780
j2062_2	15	42.000	42.000	0.000	2630.295
j2062_3	15	51.000	49.000	0.039	7200.028
j2062_4	15	35.000	35.000	0.000	3037.602
j2062_5	15	30.000	30.000	0.000	1077.608
j2062_6	15	28.000	28.000	0.000	53.069
j2062_7	15	36.000	36.000	0.000	78.179
j2062_8	15	28.000	28.000	0.000	87.052
j2062_9	15	35.000	31.165	0.110	7200.005
j2062_10	15	40.000	40.000	0.000	45.672
j2063_1	15	43.000	43.000	0.000	94.076
j2063_2	15	40.000	40.000	0.000	79.403
j2063_3	15	48.000	48.000	0.000	16.957
j2063_4	15	43.000	43.000	0.000	13.886
j2063_5	15	54.000	54.000	0.000	33.257
j2063_6	15	45.000	45.000	0.000	13.392
j2063_7	15	57.000	57.000	0.000	20.123
j2063_8	15	34.000	34.000	0.000	25.728
j2063_9	15	31.000	31.000	0.000	29.468
j2063_10	15	22.000	22.000	0.000	83.347
j2064_1	15	32.000	32.000	0.000	13.474
j2064_2	15	37.000	37.000	0.000	28.128
j2064_3	15	37.000	37.000	0.000	19.327
j2064_4	15	28.000	28.000	0.000	24.434
j2064_5	15	41.000	41.000	0.000	10.838
j2064_6	15	30.000	30.000	0.000	17.981
j2064_7	15	29.000	29.000	0.000	16.830
j2064_8	15	56.000	56.000	0.000	24.904
j2064_9	15	28.000	28.000	0.000	16.132
j2064_10	15	34.000	34.000	0.000	23.227
