instance	Gamma	objval	objbound	gap	runtime
j203_2	0	18.000	18.000	0.000	0.833
j203_5	0	13.000	13.000	0.000	0.622
j205_7	0	33.000	28.000	0.152	7200.007
j206_3	0	22.000	22.000	0.000	9.269
j207_3	0	22.000	22.000	0.000	1.324
j209_1	0	28.000	28.000	0.000	8.571
j209_2	0	22.000	22.000	0.000	63.655
j209_3	0	22.000	22.000	0.000	284.655
j209_5	0	34.000	34.000	0.000	51.242
j209_6	0	25.000	25.000	0.000	0.783
j209_7	0	30.000	30.000	0.000	23.563
j209_8	0	17.000	17.000	0.000	2.293
j209_9	0	21.000	21.000	0.000	0.498
j209_10	0	21.000	21.000	0.000	3.960
j2010_1	0	18.000	18.000	0.000	1.053
j2010_2	0	24.000	24.000	0.000	0.672
j2010_3	0	20.000	20.000	0.000	0.752
j2010_4	0	19.000	19.000	0.000	0.493
j2010_5	0	22.000	22.000	0.000	1.567
j2010_6	0	25.000	25.000	0.000	1.127
j2010_7	0	22.000	22.000	0.000	2.589
j2010_8	0	17.000	17.000	0.000	1.033
j2010_9	0	21.000	21.000	0.000	12.975
j2010_10	0	28.000	28.000	0.000	0.848
j2011_1	0	21.000	21.000	0.000	0.411
j2011_2	0	18.000	18.000	0.000	0.565
j2011_3	0	25.000	25.000	0.000	0.445
j2011_4	0	29.000	29.000	0.000	1.289
j2011_5	0	22.000	22.000	0.000	0.453
j2011_6	0	31.000	31.000	0.000	0.758
j2011_7	0	23.000	23.000	0.000	0.666
j2011_8	0	19.000	19.000	0.000	0.724
j2011_9	0	20.000	20.000	0.000	0.318
j2011_10	0	26.000	26.000	0.000	0.350
j2012_1	0	18.000	18.000	0.000	0.347
j2012_2	0	19.000	19.000	0.000	0.217
j2012_3	0	34.000	34.000	0.000	0.370
j2012_4	0	18.000	18.000	0.000	0.253
j2012_5	0	23.000	23.000	0.000	0.563
j2012_6	0	20.000	20.000	0.000	0.837
j2012_7	0	21.000	21.000	0.000	0.697
j2012_8	0	28.000	28.000	0.000	0.586
j2012_9	0	31.000	31.000	0.000	0.414
j2012_10	0	20.000	20.000	0.000	0.725
j2013_1	0	25.000	21.000	0.160	7200.009
j2013_2	0	36.000	29.578	0.178	7200.008
j2013_3	0	46.000	36.000	0.217	7200.009
j2013_4	0	39.000	39.000	0.000	3218.076
j2013_5	0	33.000	29.000	0.121	7200.009
j2013_6	0	37.000	37.000	0.000	904.499
j2013_7	0	37.000	32.410	0.124	7200.010
j2013_8	0	33.000	32.999	0.000	4646.368
j2013_9	0	36.000	36.000	0.000	7017.846
j2013_10	0	39.000	33.919	0.130	7200.007
j2014_1	0	25.000	25.000	0.000	194.403
j2014_2	0	26.000	26.000	0.000	60.809
j2014_3	0	22.000	22.000	0.000	48.583
j2014_4	0	28.000	28.000	0.000	290.747
j2014_5	0	30.000	30.000	0.000	660.782
j2014_6	0	20.000	20.000	0.000	541.772
j2014_7	0	29.000	29.000	0.000	3.559
j2014_8	0	27.000	27.000	0.000	5202.203
j2014_9	0	26.000	26.000	0.000	16.864
j2014_10	0	24.000	24.000	0.000	11.447
j2015_1	0	25.000	25.000	0.000	0.819
j2015_2	0	24.000	24.000	0.000	1.679
j2015_3	0	25.000	25.000	0.000	1.329
j2015_4	0	27.000	27.000	0.000	0.998
j2015_5	0	25.000	25.000	0.000	0.684
j2015_6	0	19.000	19.000	0.000	0.915
j2015_7	0	26.000	26.000	0.000	0.795
j2015_8	0	22.000	22.000	0.000	2.756
j2015_9	0	21.000	21.000	0.000	1.249
j2015_10	0	24.000	24.000	0.000	0.810
