instance	Gamma	objval	objbound	gap	n_iterations	avg_iteration	runtime
j102_2	0	18.000	18.000	0.000	1	0.353	0.586
j102_4	0	18.000	18.000	0.000	1	0.270	0.345
j102_5	0	14.000	14.000	0.000	1	3.410	3.483
j102_6	0	16.000	16.000	0.000	1	0.926	0.997
j102_7	0	25.000	25.000	0.000	1	0.416	0.488
j102_9	0	17.000	17.000	0.000	1	2.846	2.919
j102_10	0	25.000	25.000	0.000	1	3.164	3.237
j103_2	0	13.000	13.000	0.000	1	0.541	0.726
j103_3	0	18.000	18.000	0.000	1	0.892	0.966
j103_4	0	23.000	23.000	0.000	1	0.397	0.475
j103_5	0	19.000	19.000	0.000	1	1.290	1.372
j103_6	0	29.000	29.000	0.000	1	2.960	3.034
j103_7	0	14.000	14.000	0.000	1	0.297	0.373
j103_8	0	23.000	23.000	0.000	1	1.701	1.776
j103_9	0	20.000	20.000	0.000	1	0.491	0.678
j103_10	0	16.000	16.000	0.000	1	0.286	0.364
j104_1	0	27.000	27.000	0.000	1	1.063	1.138
j104_2	0	20.000	20.000	0.000	1	0.705	0.788
j104_3	0	23.000	23.000	0.000	1	0.365	0.439
j104_4	0	15.000	15.000	0.000	1	0.906	0.982
j104_5	0	31.000	31.000	0.000	1	0.627	0.699
j104_6	0	21.000	21.000	0.000	1	0.237	0.425
j104_8	0	19.000	19.000	0.000	1	1.750	1.838
j104_9	0	21.000	21.000	0.000	1	0.496	0.575
j104_10	0	15.000	15.000	0.000	1	0.204	0.274
j105_1	0	32.000	32.000	0.000	1	0.514	0.600
j105_3	0	13.000	13.000	0.000	1	0.043	0.129
j105_4	0	14.000	14.000	0.000	1	0.651	0.738
j105_6	0	17.000	17.000	0.000	1	0.060	0.285
j105_8	0	21.000	21.000	0.000	1	2.915	3.060
j105_10	0	16.000	16.000	0.000	1	0.408	0.489
j106_1	0	17.000	17.000	0.000	1	0.380	0.456
j106_3	0	22.000	22.000	0.000	1	0.261	0.342
j106_4	0	19.000	19.000	0.000	1	1.209	1.275
j106_5	0	35.000	35.000	0.000	1	0.807	0.895
j106_7	0	20.000	20.000	0.000	1	0.632	0.814
j106_8	0	19.000	19.000	0.000	1	0.574	0.634
j107_1	0	13.000	13.000	0.000	1	0.293	0.364
j107_2	0	21.000	21.000	0.000	1	0.835	0.911
j107_3	0	21.000	21.000	0.000	1	0.759	0.836
j107_4	0	16.000	16.000	0.000	1	0.231	0.305
j107_5	0	24.000	24.000	0.000	1	0.349	0.427
j107_6	0	36.000	36.000	0.000	1	1.474	1.645
j107_8	0	31.000	31.000	0.000	1	2.623	2.701
j107_9	0	28.000	28.000	0.000	1	1.467	1.546
j108_3	0	17.000	17.000	0.000	1	0.099	0.189
j108_5	0	25.000	25.000	0.000	1	0.329	0.410
j108_6	0	23.000	23.000	0.000	1	0.612	0.763
j108_7	0	20.000	20.000	0.000	1	1.683	1.758
j108_8	0	14.000	14.000	0.000	1	0.298	0.482
j108_10	0	23.000	23.000	0.000	1	1.558	1.646
j1010_1	0	17.000	17.000	0.000	1	0.063	0.140
j1010_2	0	22.000	22.000	0.000	1	0.059	0.137
j1010_3	0	21.000	21.000	0.000	1	0.035	0.112
j1010_4	0	15.000	15.000	0.000	1	0.041	0.120
j1010_5	0	22.000	22.000	0.000	1	0.049	0.136
j1010_6	0	13.000	13.000	0.000	1	0.708	0.891
j1010_7	0	13.000	13.000	0.000	1	0.056	0.133
j1010_8	0	11.000	11.000	0.000	1	0.220	0.296
j1010_9	0	10.000	10.000	0.000	1	0.192	0.274
j1010_10	0	13.000	13.000	0.000	1	0.135	0.210
j1011_1	0	20.000	20.000	0.000	1	0.044	0.129
j1011_2	0	11.000	11.000	0.000	1	0.035	0.122
j1011_3	0	12.000	12.000	0.000	1	0.048	0.222
j1011_4	0	23.000	23.000	0.000	1	0.122	0.222
j1011_5	0	15.000	15.000	0.000	1	0.106	0.195
j1011_6	0	15.000	15.000	0.000	1	0.061	0.153
j1011_7	0	11.000	11.000	0.000	1	0.228	0.319
j1011_8	0	14.000	14.000	0.000	1	0.044	0.120
j1011_9	0	16.000	16.000	0.000	1	0.060	0.136
j1011_10	0	21.000	21.000	0.000	1	0.091	0.269
j1012_1	0	15.000	15.000	0.000	1	0.042	0.138
j1012_2	0	15.000	15.000	0.000	1	0.037	0.122
j1012_3	0	16.000	16.000	0.000	1	0.171	0.256
j1012_4	0	17.000	17.000	0.000	1	0.062	0.149
j1012_5	0	13.000	13.000	0.000	1	0.125	0.210
j1012_6	0	22.000	22.000	0.000	1	0.130	0.205
j1012_7	0	12.000	12.000	0.000	1	0.091	0.270
j1012_8	0	19.000	19.000	0.000	1	0.061	0.157
j1012_9	0	21.000	21.000	0.000	1	0.056	0.143
j1012_10	0	9.000	9.000	0.000	1	0.036	0.123
j1013_1	0	16.000	16.000	0.000	1	0.061	0.148
j1013_2	0	17.000	17.000	0.000	1	0.058	0.145
