instance	Gamma	objval	objbound	gap	runtime
j102_2	5	29.000	29.000	0.000	0.706
j102_4	5	28.000	28.000	0.000	1.446
j102_5	5	22.000	22.000	0.000	4.099
j102_6	5	26.000	26.000	0.000	3.246
j102_7	5	42.000	42.000	0.000	2.487
j102_9	5	27.000	27.000	0.000	4.831
j102_10	5	40.000	40.000	0.000	8.546
j103_2	5	20.000	20.000	0.000	1.698
j103_3	5	29.000	29.000	0.000	2.493
j103_4	5	36.000	36.000	0.000	1.998
j103_5	5	32.000	32.000	0.000	3.971
j103_6	5	46.000	46.000	0.000	7.913
j103_7	5	22.000	22.000	0.000	0.500
j103_8	5	37.000	37.000	0.000	4.218
j103_9	5	32.000	32.000	0.000	2.224
j103_10	5	25.000	25.000	0.000	0.852
j104_1	5	43.000	43.000	0.000	2.088
j104_2	5	32.000	32.000	0.000	2.235
j104_3	5	37.000	37.000	0.000	2.189
j104_4	5	22.000	22.000	0.000	1.828
j104_5	5	49.000	49.000	0.000	2.731
j104_6	5	34.000	34.000	0.000	0.924
j104_8	5	30.000	30.000	0.000	5.732
j104_9	5	33.000	33.000	0.000	2.144
j104_10	5	24.000	24.000	0.000	0.615
j105_1	5	52.000	52.000	0.000	4.868
j105_3	5	20.000	20.000	0.000	0.203
j105_4	5	22.000	22.000	0.000	1.657
j105_6	5	27.000	27.000	0.000	0.575
j105_8	5	33.000	33.000	0.000	4.362
j105_10	5	25.000	25.000	0.000	1.344
j106_1	5	27.000	27.000	0.000	0.850
j106_3	5	36.000	36.000	0.000	0.541
j106_4	5	29.000	29.000	0.000	2.551
j106_5	5	55.000	55.000	0.000	7.943
j106_7	5	32.000	32.000	0.000	3.213
j106_8	5	29.000	29.000	0.000	3.208
j107_1	5	20.000	20.000	0.000	1.025
j107_2	5	35.000	35.000	0.000	7.246
j107_3	5	34.000	34.000	0.000	3.484
j107_4	5	24.000	24.000	0.000	0.538
j107_5	5	39.000	39.000	0.000	1.682
j107_6	5	57.000	57.000	0.000	10.550
j107_8	5	49.000	49.000	0.000	9.937
j107_9	5	46.000	46.000	0.000	8.268
j108_3	5	27.000	27.000	0.000	1.161
j108_5	5	40.000	40.000	0.000	3.168
j108_6	5	36.000	36.000	0.000	3.162
j108_7	5	32.000	32.000	0.000	2.738
j108_8	5	21.000	21.000	0.000	1.148
j108_10	5	36.000	36.000	0.000	2.072
j1010_1	5	26.000	26.000	0.000	0.308
j1010_2	5	35.000	35.000	0.000	0.382
j1010_3	5	32.000	32.000	0.000	0.386
j1010_4	5	24.000	24.000	0.000	0.342
j1010_5	5	34.000	34.000	0.000	0.190
j1010_6	5	20.000	20.000	0.000	1.765
j1010_7	5	20.000	20.000	0.000	0.227
j1010_8	5	18.000	18.000	0.000	0.960
j1010_9	5	15.000	15.000	0.000	0.380
j1010_10	5	20.000	20.000	0.000	0.463
j1011_1	5	31.000	31.000	0.000	0.333
j1011_2	5	16.000	16.000	0.000	0.190
j1011_3	5	19.000	19.000	0.000	0.418
j1011_4	5	38.000	38.000	0.000	0.324
j1011_5	5	24.000	24.000	0.000	0.169
