instance	Gamma	objval	objbound	gap	runtime
j1051_5	0	29.000	29.000	0.000	0.064
j1051_6	0	9.000	9.000	0.000	0.060
j1051_7	0	21.000	21.000	0.000	0.085
j1051_8	0	14.000	14.000	0.000	0.033
j1051_9	0	19.000	19.000	0.000	0.032
j1051_10	0	12.000	12.000	0.000	0.028
j1052_1	0	11.000	11.000	0.000	0.160
j1052_2	0	18.000	18.000	0.000	0.058
j1052_3	0	8.000	8.000	0.000	0.067
j1052_4	0	15.000	15.000	0.000	0.065
j1052_5	0	19.000	19.000	0.000	0.085
j1052_6	0	14.000	14.000	0.000	0.095
j1052_7	0	16.000	16.000	0.000	0.142
j1052_8	0	16.000	16.000	0.000	0.050
j1052_9	0	17.000	17.000	0.000	0.106
j1052_10	0	10.000	10.000	0.000	0.073
j1053_1	0	16.000	16.000	0.000	0.047
j1053_2	0	17.000	17.000	0.000	0.078
j1053_3	0	22.000	22.000	0.000	0.111
j1053_4	0	9.000	9.000	0.000	0.114
j1053_5	0	19.000	19.000	0.000	0.049
j1053_6	0	18.000	18.000	0.000	0.111
j1053_7	0	12.000	12.000	0.000	0.363
j1053_8	0	17.000	17.000	0.000	0.142
j1053_9	0	9.000	9.000	0.000	0.075
j1053_10	0	23.000	23.000	0.000	0.037
j1054_1	0	15.000	15.000	0.000	0.044
j1054_2	0	20.000	20.000	0.000	0.096
j1054_3	0	21.000	21.000	0.000	0.062
j1054_4	0	16.000	16.000	0.000	0.030
j1054_5	0	14.000	14.000	0.000	0.050
j1054_6	0	13.000	13.000	0.000	0.035
j1054_7	0	18.000	18.000	0.000	0.070
j1054_8	0	9.000	9.000	0.000	0.072
j1054_9	0	17.000	17.000	0.000	0.263
j1054_10	0	18.000	18.000	0.000	0.073
j1055_1	0	18.000	18.000	0.000	0.048
j1055_2	0	13.000	13.000	0.000	0.118
j1055_3	0	13.000	13.000	0.000	0.033
j1055_4	0	24.000	24.000	0.000	0.053
j1055_5	0	13.000	13.000	0.000	0.046
j1055_6	0	18.000	18.000	0.000	0.133
j1055_7	0	13.000	13.000	0.000	0.097
j1055_8	0	17.000	17.000	0.000	0.296
j1055_9	0	12.000	12.000	0.000	0.175
j1055_10	0	17.000	17.000	0.000	0.038
j1056_1	0	14.000	14.000	0.000	0.084
j1056_2	0	13.000	13.000	0.000	0.039
j1056_3	0	23.000	23.000	0.000	0.060
j1056_4	0	10.000	10.000	0.000	0.036
j1056_5	0	14.000	14.000	0.000	0.138
j1056_6	0	13.000	13.000	0.000	0.092
j1056_7	0	18.000	18.000	0.000	0.055
j1056_8	0	15.000	15.000	0.000	0.168
j1056_9	0	14.000	14.000	0.000	0.058
j1056_10	0	14.000	14.000	0.000	0.083
j1058_1	0	19.000	19.000	0.000	0.032
j1058_2	0	14.000	14.000	0.000	0.051
j1058_3	0	17.000	17.000	0.000	0.041
j1058_4	0	16.000	16.000	0.000	0.029
j1058_5	0	16.000	16.000	0.000	0.049
j1058_6	0	9.000	9.000	0.000	0.045
j1058_7	0	13.000	13.000	0.000	0.036
j1058_8	0	16.000	16.000	0.000	0.024
j1058_9	0	10.000	10.000	0.000	0.042
j1058_10	0	13.000	13.000	0.000	0.040
j1059_1	0	13.000	13.000	0.000	0.063
j1059_2	0	15.000	15.000	0.000	0.030
j1059_3	0	16.000	16.000	0.000	0.038
j1059_4	0	14.000	14.000	0.000	0.029
j1059_5	0	13.000	13.000	0.000	0.042
j1059_6	0	12.000	12.000	0.000	0.030
j1059_7	0	11.000	11.000	0.000	0.037
j1059_8	0	12.000	12.000	0.000	0.030
j1059_9	0	15.000	15.000	0.000	0.044
j1059_10	0	17.000	17.000	0.000	0.081
j1060_1	0	13.000	13.000	0.000	0.040
j1060_2	0	19.000	19.000	0.000	0.044
j1060_3	0	9.000	9.000	0.000	0.035
j1060_4	0	13.000	13.000	0.000	0.027
j1060_5	0	18.000	18.000	0.000	0.031
j1060_6	0	10.000	10.000	0.000	0.031
j1060_7	0	15.000	15.000	0.000	0.062
j1060_8	0	13.000	13.000	0.000	0.036
j1060_9	0	15.000	15.000	0.000	0.052
j1060_10	0	15.000	15.000	0.000	0.035
j1061_1	0	9.000	9.000	0.000	0.110
j1061_2	0	14.000	14.000	0.000	0.032
j1061_3	0	22.000	22.000	0.000	0.032
j1061_4	0	15.000	15.000	0.000	0.032
j1061_5	0	17.000	17.000	0.000	0.053
j1061_6	0	23.000	23.000	0.000	0.035
j1061_7	0	12.000	12.000	0.000	0.039
j1061_8	0	18.000	18.000	0.000	0.071
j1061_9	0	19.000	19.000	0.000	0.053
j1061_10	0	34.000	34.000	0.000	0.047
j1062_1	0	12.000	12.000	0.000	0.041
j1062_2	0	19.000	19.000	0.000	0.046
j1062_3	0	11.000	11.000	0.000	0.093
j1062_4	0	11.000	11.000	0.000	0.045
j1062_5	0	18.000	18.000	0.000	0.040
j1062_6	0	19.000	19.000	0.000	0.040
j1062_7	0	8.000	8.000	0.000	0.035
j1062_8	0	11.000	11.000	0.000	0.028
j1062_9	0	14.000	14.000	0.000	0.030
j1062_10	0	17.000	17.000	0.000	0.051
j1063_1	0	14.000	14.000	0.000	0.031
j1063_2	0	17.000	17.000	0.000	0.047
j1063_3	0	17.000	17.000	0.000	0.042
j1063_4	0	12.000	12.000	0.000	0.036
j1063_5	0	11.000	11.000	0.000	0.048
j1063_6	0	14.000	14.000	0.000	0.048
j1063_7	0	15.000	15.000	0.000	0.026
j1063_8	0	8.000	8.000	0.000	0.040
j1063_9	0	10.000	10.000	0.000	0.051
j1063_10	0	9.000	9.000	0.000	0.030
j1064_1	0	16.000	16.000	0.000	0.016
j1064_2	0	15.000	15.000	0.000	0.038
j1064_3	0	14.000	14.000	0.000	0.038
j1064_4	0	13.000	13.000	0.000	0.015
j1064_5	0	16.000	16.000	0.000	0.064
j1064_6	0	11.000	11.000	0.000	0.050
j1064_7	0	12.000	12.000	0.000	0.038
j1064_8	0	14.000	14.000	0.000	0.026
j1064_9	0	17.000	17.000	0.000	0.063
j1064_10	0	15.000	15.000	0.000	0.049
